Application_ID,Student_ID,Company_ID,Applied_Date,Source,Status
A2070,S161,C060,2025-07-20,Naukri,Applied
A2071,S339,C003,2025-10-13,Referral,Interview
A2072,S462,C045,2025-10-09,Referral,Applied
A2073,S239,C019,2025-05-16,Company Website,Interview
A2074,S281,C048,2025-10-30,Internshala,Rejected
A2075,S480,C082,2025-07-03,Referral,Selected
A2076,S471,C054,2025-03-06,Referral,Selected
A2077,S498,C055,2025-09-23,Referral,Applied
A2078,S483,C098,2025-11-28,Internshala,Selected
A2079,S339,C100,2025-08-07,Referral,Applied
A2080,S168,C070,2025-03-15,Internshala,Interview
A2081,S095,C034,2025-11-21,Internshala,Selected
A2082,S052,C099,2025-07-06,LinkedIn,Shortlisted
A2083,S402,C078,2025-06-08,Naukri,Applied
A2084,S070,C012,2025-03-26,Referral,Applied
A2085,S152,C079,2025-04-03,Referral,Selected
A2086,S472,C061,2025-06-25,LinkedIn,Shortlisted
A2087,S253,C084,2025-08-28,Company Website,Shortlisted
A2088,S454,C035,2025-03-30,Referral,Rejected
A2089,S289,C027,2025-03-25,Company Website,Applied
A2090,S304,C016,2025-09-05,Referral,Shortlisted
A2091,S193,C018,2025-02-12,Company Website,Interview
A2092,S258,C087,2025-01-05,Referral,Shortlisted
A2093,S438,C017,2025-10-03,Internshala,Applied
A2094,S197,C074,2025-08-24,Company Website,Rejected
A2095,S344,C053,2025-05-01,Referral,Interview
A2096,S109,C088,2025-03-21,LinkedIn,Interview
A2097,S357,C042,2025-05-04,Referral,Selected
A2098,S137,C034,2025-05-29,Referral,Shortlisted
A2099,S196,C075,2025-01-16,Naukri,Shortlisted
A2100,S184,C097,2025-11-05,LinkedIn,Shortlisted
A2101,S180,C052,2025-03-19,Naukri,Interview
A2102,S010,C031,2025-02-15,Naukri,Applied
A2103,S168,C015,2025-01-09,Company Website,Rejected
A2104,S413,C009,2025-03-03,Naukri,Applied
A2105,S222,C031,2025-03-16,Referral,Shortlisted
A2106,S308,C006,2025-06-01,Naukri,Rejected
A2107,S061,C022,2025-03-22,Referral,Applied
A2108,S319,C088,2025-08-22,Internshala,Applied
A2109,S170,C087,2025-01-05,Company Website,Interview
A2110,S009,C055,2025-08-10,Naukri,Interview
A2111,S295,C072,2025-02-01,Referral,Selected
A2112,S272,C023,2025-08-21,Naukri,Selected
A2113,S470,C019,2025-01-01,Naukri,Rejected
A2114,S267,C090,2025-07-31,Company Website,Shortlisted
A2115,S023,C079,2025-09-19,Internshala,Rejected
A2116,S453,C002,2025-06-05,LinkedIn,Interview
A2117,S351,C054,2025-04-06,LinkedIn,Selected
A2118,S452,C044,2025-05-11,Naukri,Interview
A2119,S226,C100,2025-07-08,Naukri,Selected
A2120,S308,C006,2025-06-27,Internshala,Applied
A2121,S283,C087,2025-07-13,Referral,Selected
A2122,S476,C068,2025-05-02,LinkedIn,Selected
A2123,S027,C084,2025-09-15,Internshala,Applied
A2124,S187,C030,2025-11-08,LinkedIn,Interview
A2125,S039,C008,2025-10-30,Internshala,Selected
A2126,S137,C017,2025-10-23,Internshala,Rejected
A2127,S183,C015,2025-10-09,Internshala,Rejected
A2128,S314,C044,2025-07-05,Referral,Shortlisted
A2129,S437,C071,2025-05-04,Naukri,Selected
A2130,S133,C023,2025-02-01,Internshala,Rejected
A2131,S174,C089,2025-10-29,Company Website,Selected
A2132,S105,C065,2025-09-14,Internshala,Interview
A2133,S375,C013,2025-06-08,Internshala,Rejected
A2134,S488,C037,2025-11-04,Internshala,Selected
A2135,S141,C068,2025-01-16,LinkedIn,Selected
A2136,S281,C039,2025-11-10,Internshala,Applied
A2137,S022,C017,2025-06-19,Referral,Selected
A2138,S377,C064,2025-03-18,Company Website,Selected
A2139,S308,C018,2025-07-08,Company Website,Selected
A2140,S328,C018,2025-06-04,Company Website,Applied
A2141,S441,C035,2025-02-26,Company Website,Applied
A2142,S345,C004,2025-06-02,Naukri,Applied
A2143,S491,C025,2025-09-14,Naukri,Rejected
A2144,S226,C011,2025-10-05,Internshala,Rejected
A2145,S319,C043,2025-07-05,Naukri,Shortlisted
A2146,S084,C042,2025-03-31,Referral,Applied
A2147,S289,C076,2025-11-02,Internshala,Rejected
A2148,S464,C061,2025-01-21,Internshala,Selected
A2149,S165,C084,2025-09-07,Company Website,Interview
A2150,S349,C086,2025-08-06,Internshala,Selected
A2151,S495,C039,2025-09-28,Internshala,Applied
A2152,S145,C083,2025-12-10,Naukri,Interview
A2153,S358,C055,2025-05-10,Referral,Interview
A2154,S401,C054,2025-09-20,LinkedIn,Shortlisted
A2155,S188,C009,2025-06-14,Referral,Selected
A2156,S048,C075,2025-03-11,Referral,Interview
A2157,S067,C020,2025-04-17,Internshala,Selected
A2158,S440,C007,2025-01-19,Internshala,Interview
A2159,S202,C093,2025-04-28,Naukri,Applied
A2160,S165,C045,2025-08-01,LinkedIn,Rejected
A2161,S092,C030,2025-07-22,Internshala,Rejected
A2162,S304,C064,2025-08-26,Referral,Applied
A2163,S497,C028,2025-12-13,Internshala,Rejected
A2164,S142,C027,2025-11-05,LinkedIn,Shortlisted
A2165,S430,C058,2025-01-19,Referral,Rejected
A2166,S038,C094,2025-04-26,Internshala,Rejected
A2167,S174,C032,2025-01-02,Referral,Selected
A2168,S328,C087,2025-02-20,Internshala,Interview
A2169,S387,C057,2025-01-18,Referral,Selected
A2170,S067,C042,2025-07-10,Company Website,Rejected
A2171,S379,C079,2025-01-10,Referral,Shortlisted
A2172,S360,C087,2025-02-11,Referral,Shortlisted
A2173,S438,C066,2025-03-17,Naukri,Applied
A2174,S148,C070,2025-01-28,Company Website,Applied
A2175,S184,C013,2025-02-02,Naukri,Interview
A2176,S428,C059,2025-01-12,Naukri,Shortlisted
A2177,S424,C100,2025-05-31,Referral,Applied
A2178,S357,C010,2025-03-28,Referral,Rejected
A2179,S451,C087,2025-02-23,Referral,Selected
A2180,S333,C091,2025-06-18,Internshala,Interview
A2181,S222,C039,2025-09-28,Internshala,Rejected
A2182,S327,C016,2025-03-19,LinkedIn,Shortlisted
A2183,S173,C022,2025-03-21,Company Website,Applied
A2184,S291,C036,2025-09-02,Referral,Rejected
A2185,S450,C096,2025-06-21,Naukri,Applied
A2186,S300,C078,2025-08-25,LinkedIn,Rejected
A2187,S351,C054,2025-04-08,LinkedIn,Shortlisted
A2188,S148,C090,2025-11-20,Referral,Shortlisted
A2189,S123,C038,2025-04-20,Internshala,Shortlisted
A2190,S270,C057,2025-12-05,Referral,Rejected
A2191,S173,C071,2025-05-28,LinkedIn,Rejected
A2192,S500,C014,2025-04-01,LinkedIn,Rejected
A2193,S408,C004,2025-08-18,Company Website,Rejected
A2194,S350,C089,2025-04-10,Internshala,Shortlisted
A2195,S361,C030,2025-06-16,Naukri,Rejected
A2196,S080,C100,2025-08-04,Referral,Shortlisted
A2197,S110,C075,2025-05-12,Internshala,Interview
A2198,S070,C075,2025-10-07,Internshala,Shortlisted
A2199,S234,C016,2025-12-20,Internshala,Applied
A2200,S002,C096,2025-06-09,Referral,Selected
A2201,S424,C060,2025-02-16,Company Website,Shortlisted
A2202,S369,C020,2025-03-02,Naukri,Applied
A2203,S089,C054,2025-04-24,Company Website,Applied
A2204,S295,C011,2026-01-01,Naukri,Rejected
A2205,S238,C087,2025-07-20,Internshala,Shortlisted
A2206,S073,C020,2025-04-04,LinkedIn,Shortlisted
A2207,S390,C050,2025-05-02,Company Website,Interview
A2208,S082,C070,2025-08-22,Naukri,Rejected
A2209,S171,C013,2025-04-12,Naukri,Shortlisted
A2210,S466,C032,2025-08-17,Company Website,Rejected
A2211,S413,C093,2025-09-21,Company Website,Interview
A2212,S202,C060,2025-09-28,Company Website,Selected
A2213,S273,C071,2025-04-05,Referral,Applied
A2214,S083,C070,2025-07-31,Naukri,Interview
A2215,S445,C043,2025-12-18,Company Website,Selected
A2216,S102,C020,2025-02-14,LinkedIn,Applied
A2217,S289,C085,2025-01-31,Naukri,Shortlisted
A2218,S479,C012,2025-11-11,Naukri,Interview
A2219,S304,C069,2025-07-09,Naukri,Interview
A2220,S207,C014,2025-05-10,Naukri,Applied
A2221,S154,C081,2025-07-18,Naukri,Rejected
A2222,S019,C038,2025-11-05,LinkedIn,Interview
A2223,S018,C034,2025-06-10,Naukri,Shortlisted
A2224,S444,C092,2025-12-07,LinkedIn,Shortlisted
A2225,S192,C042,2025-01-11,Referral,Interview
A2226,S046,C047,2025-03-13,LinkedIn,Selected
A2227,S088,C064,2025-05-07,Referral,Rejected
A2228,S332,C081,2025-05-25,Referral,Selected
A2229,S322,C093,2025-03-03,Internshala,Rejected
A2230,S304,C005,2025-10-05,Naukri,Selected
A2231,S378,C057,2025-04-23,Internshala,Applied
A2232,S475,C017,2025-09-10,Referral,Selected
A2233,S181,C047,2025-12-24,Company Website,Applied
A2234,S380,C049,2025-04-22,Referral,Interview
A2235,S107,C095,2025-10-16,Naukri,Applied
A2236,S242,C026,2025-07-30,Referral,Interview
A2237,S495,C070,2025-10-21,Company Website,Rejected
A2238,S150,C046,2025-03-30,Naukri,Shortlisted
A2239,S189,C016,2025-09-23,Company Website,Selected
A2240,S486,C095,2025-05-25,Naukri,Rejected
A2241,S307,C082,2025-11-18,Internshala,Rejected
A2242,S066,C079,2025-04-13,Company Website,Applied
A2243,S495,C015,2025-06-24,Naukri,Interview
A2244,S229,C008,2025-09-19,Referral,Interview
A2245,S328,C047,2025-04-09,Company Website,Shortlisted
A2246,S348,C054,2025-03-14,Referral,Selected
A2247,S323,C056,2025-01-18,Naukri,Selected
A2248,S064,C015,2025-07-11,LinkedIn,Selected
A2249,S433,C054,2025-11-19,Internshala,Interview
A2250,S109,C047,2025-03-02,Company Website,Applied
A2251,S088,C058,2025-09-13,Internshala,Applied
A2252,S300,C009,2025-03-06,Company Website,Rejected
A2253,S050,C089,2025-03-17,Referral,Interview
A2254,S158,C075,2025-01-05,Internshala,Selected
A2255,S188,C036,2025-12-24,Referral,Rejected
A2256,S249,C048,2025-04-22,Internshala,Selected
A2257,S135,C037,2025-07-08,LinkedIn,Interview
A2258,S015,C011,2025-03-14,LinkedIn,Interview
A2259,S329,C039,2025-05-24,Naukri,Selected
A2260,S276,C036,2025-08-09,Internshala,Interview
A2261,S183,C054,2025-01-31,Referral,Selected
A2262,S347,C050,2025-02-13,Naukri,Rejected
A2263,S417,C049,2025-09-10,Naukri,Selected
A2264,S391,C071,2025-06-05,Company Website,Rejected
A2265,S189,C061,2025-09-16,Internshala,Applied
A2266,S223,C019,2025-12-07,LinkedIn,Selected
A2267,S056,C079,2025-11-22,Company Website,Interview
A2268,S423,C009,2025-08-30,LinkedIn,Selected
A2269,S404,C052,2025-11-18,Company Website,Shortlisted
A2270,S393,C098,2025-02-19,Naukri,Selected
A2271,S138,C027,2025-07-09,Company Website,Selected
A2272,S026,C057,2025-11-28,Company Website,Selected
A2273,S040,C033,2025-11-10,Naukri,Applied
A2274,S284,C007,2025-05-04,Naukri,Applied
A2275,S187,C053,2025-05-23,Referral,Rejected
A2276,S222,C014,2025-07-21,LinkedIn,Selected
A2277,S301,C039,2025-07-09,LinkedIn,Interview
A2278,S369,C074,2025-09-23,Referral,Shortlisted
A2279,S324,C080,2025-08-01,Naukri,Interview
A2280,S048,C055,2025-11-17,LinkedIn,Selected
A2281,S008,C076,2025-03-03,LinkedIn,Rejected
A2282,S154,C048,2025-01-24,Company Website,Shortlisted
A2283,S127,C087,2025-06-08,Internshala,Shortlisted
A2284,S161,C041,2025-10-04,Naukri,Selected
A2285,S140,C009,2025-07-13,Internshala,Applied
A2286,S354,C048,2025-12-20,Referral,Applied
A2287,S360,C025,2025-04-20,Company Website,Applied
A2288,S169,C084,2025-02-17,Referral,Applied
A2289,S135,C084,2025-12-12,Internshala,Shortlisted
A2290,S127,C078,2025-02-09,Internshala,Rejected
A2291,S330,C080,2025-01-10,Referral,Applied
A2292,S490,C096,2025-10-15,Internshala,Interview
A2293,S357,C090,2025-07-19,Referral,Shortlisted
A2294,S123,C093,2025-04-15,Internshala,Selected
A2295,S495,C040,2025-11-11,LinkedIn,Rejected
A2296,S139,C021,2025-09-18,Naukri,Rejected
A2297,S351,C096,2025-10-08,Naukri,Selected
A2298,S292,C028,2025-01-13,Referral,Selected
A2299,S484,C008,2025-08-09,Referral,Interview
A2300,S242,C088,2025-04-10,Internshala,Applied
A2301,S135,C053,2025-06-04,Internshala,Rejected
A2302,S306,C073,2025-11-24,Naukri,Rejected
A2303,S007,C083,2025-09-04,Naukri,Selected
A2304,S363,C039,2025-09-19,Referral,Shortlisted
A2305,S481,C035,2025-03-05,LinkedIn,Applied
A2306,S138,C098,2025-04-01,Internshala,Selected
A2307,S046,C037,2025-05-27,LinkedIn,Applied
A2308,S113,C019,2025-09-26,Naukri,Rejected
A2309,S313,C013,2025-10-21,Company Website,Selected
A2310,S102,C045,2025-10-20,Referral,Applied
A2311,S290,C071,2025-01-22,Company Website,Rejected
A2312,S497,C021,2025-01-17,Internshala,Rejected
A2313,S474,C094,2025-03-06,Internshala,Shortlisted
A2314,S161,C085,2025-05-18,Internshala,Shortlisted
A2315,S470,C061,2025-10-25,Referral,Shortlisted
A2316,S373,C065,2025-11-27,Company Website,Interview
A2317,S158,C003,2025-11-29,Internshala,Interview
A2318,S091,C048,2025-04-26,Company Website,Selected
A2319,S048,C054,2025-09-05,Naukri,Applied
A2320,S273,C021,2025-12-26,Company Website,Selected
A2321,S293,C031,2025-07-17,LinkedIn,Applied
A2322,S480,C040,2025-07-14,Referral,Selected
A2323,S185,C068,2025-04-24,Referral,Applied
A2324,S232,C087,2025-05-17,Internshala,Rejected
A2325,S370,C060,2025-03-18,LinkedIn,Selected
A2326,S299,C052,2025-12-31,Naukri,Interview
A2327,S222,C081,2025-02-03,LinkedIn,Interview
A2328,S485,C092,2025-09-25,Naukri,Interview
A2329,S214,C063,2025-09-07,LinkedIn,Applied
A2330,S199,C060,2025-09-27,Company Website,Selected
A2331,S148,C002,2025-06-21,LinkedIn,Rejected
A2332,S092,C032,2025-07-30,LinkedIn,Shortlisted
A2333,S193,C032,2025-11-13,Internshala,Rejected
A2334,S241,C010,2025-02-03,LinkedIn,Interview
A2335,S365,C071,2025-05-03,Referral,Interview
A2336,S439,C040,2025-09-21,Company Website,Rejected
A2337,S041,C086,2025-04-16,Referral,Applied
A2338,S493,C009,2025-09-24,Internshala,Applied
A2339,S449,C071,2025-02-03,LinkedIn,Shortlisted
A2340,S170,C098,2025-02-03,LinkedIn,Rejected
A2341,S284,C042,2025-01-20,Company Website,Interview
A2342,S489,C020,2025-03-22,Company Website,Applied
A2343,S166,C035,2025-01-31,Naukri,Shortlisted
A2344,S171,C014,2025-10-02,Company Website,Applied
A2345,S408,C045,2025-08-11,Naukri,Interview
A2346,S035,C002,2025-10-04,Internshala,Shortlisted
A2347,S413,C048,2025-08-11,Internshala,Applied
A2348,S285,C094,2025-09-21,Naukri,Applied
A2349,S026,C091,2025-01-20,Naukri,Rejected
A2350,S287,C006,2025-10-02,Naukri,Applied
A2351,S282,C072,2025-08-08,Internshala,Rejected
A2352,S282,C031,2025-02-20,Referral,Rejected
A2353,S023,C037,2025-11-12,Naukri,Applied
A2354,S167,C009,2025-03-11,Internshala,Selected
A2355,S216,C023,2025-10-28,Naukri,Interview
A2356,S307,C077,2025-09-04,Internshala,Applied
A2357,S235,C070,2025-06-25,Referral,Shortlisted
A2358,S269,C029,2025-01-23,Naukri,Applied
A2359,S234,C086,2025-05-04,Company Website,Selected
A2360,S420,C013,2025-04-03,Internshala,Shortlisted
A2361,S106,C039,2025-08-31,LinkedIn,Shortlisted
A2362,S005,C063,2025-01-31,Naukri,Rejected
A2363,S434,C075,2025-11-19,Internshala,Applied
A2364,S187,C046,2025-07-26,Company Website,Shortlisted
A2365,S115,C098,2025-04-19,Naukri,Shortlisted
A2366,S296,C005,2025-04-25,LinkedIn,Interview
A2367,S455,C087,2025-09-02,Internshala,Rejected
A2368,S371,C081,2025-06-03,Naukri,Rejected
A2369,S369,C087,2025-09-21,Naukri,Rejected
A2370,S042,C086,2025-12-04,LinkedIn,Rejected
A2371,S327,C066,2025-11-27,Internshala,Rejected
A2372,S220,C014,2025-10-20,Referral,Applied
A2373,S180,C067,2025-09-10,Internshala,Selected
A2374,S442,C039,2025-08-12,Company Website,Interview
A2375,S158,C045,2025-06-25,Company Website,Selected
A2376,S146,C046,2025-07-30,Internshala,Rejected
A2377,S014,C027,2025-01-08,Referral,Rejected
A2378,S441,C043,2025-09-09,Naukri,Interview
A2379,S291,C023,2025-05-25,Company Website,Rejected
A2380,S478,C046,2025-06-24,Internshala,Interview
A2381,S024,C047,2025-04-17,Internshala,Rejected
A2382,S250,C086,2025-11-03,Naukri,Applied
A2383,S239,C063,2025-03-15,Internshala,Applied
A2384,S333,C007,2025-07-02,LinkedIn,Applied
A2385,S036,C044,2025-09-20,Company Website,Selected
A2386,S001,C053,2025-08-26,Company Website,Interview
A2387,S221,C006,2025-11-09,Referral,Selected
A2388,S340,C020,2025-09-11,Internshala,Rejected
A2389,S265,C020,2025-03-06,Company Website,Interview
A2390,S070,C093,2025-02-13,Internshala,Interview
A2391,S349,C087,2025-10-01,Company Website,Interview
A2392,S298,C028,2025-01-06,Company Website,Applied
A2393,S428,C002,2025-06-13,LinkedIn,Applied
A2394,S106,C044,2025-02-06,Naukri,Shortlisted
A2395,S168,C052,2025-11-10,LinkedIn,Rejected
A2396,S179,C060,2025-09-20,Naukri,Interview
A2397,S226,C028,2025-01-31,Referral,Rejected
A2398,S471,C089,2025-02-13,LinkedIn,Interview
A2399,S005,C093,2025-10-26,Naukri,Selected
A2400,S382,C056,2025-09-15,Internshala,Selected
A2401,S052,C041,2025-03-14,Naukri,Rejected
A2402,S023,C035,2025-08-20,Internshala,Interview
A2403,S090,C084,2025-05-04,Company Website,Applied
A2404,S251,C067,2025-02-13,LinkedIn,Rejected
A2405,S231,C065,2025-03-27,Internshala,Interview
A2406,S198,C037,2025-05-05,LinkedIn,Rejected
A2407,S414,C078,2025-05-06,Referral,Rejected
A2408,S010,C073,2025-02-23,Internshala,Rejected
A2409,S187,C081,2025-04-08,Company Website,Applied
A2410,S055,C093,2025-03-18,Naukri,Interview
A2411,S292,C073,2025-10-16,Naukri,Interview
A2412,S223,C006,2025-12-25,Naukri,Rejected
A2413,S410,C071,2025-11-30,LinkedIn,Shortlisted
A2414,S311,C067,2025-04-02,Referral,Applied
A2415,S001,C068,2025-09-10,Naukri,Interview
A2416,S072,C005,2025-03-18,Internshala,Shortlisted
A2417,S500,C020,2025-07-04,Internshala,Shortlisted
A2418,S208,C071,2025-09-23,LinkedIn,Shortlisted
A2419,S119,C067,2025-08-24,Naukri,Selected
A2420,S224,C011,2025-10-13,Company Website,Applied
A2421,S292,C016,2025-10-28,Company Website,Applied
A2422,S147,C057,2025-01-27,Referral,Rejected
A2423,S324,C087,2025-07-29,Naukri,Selected
A2424,S075,C049,2025-08-31,Internshala,Shortlisted
A2425,S219,C058,2025-05-20,LinkedIn,Rejected
A2426,S380,C058,2025-12-03,Naukri,Applied
A2427,S436,C003,2025-03-02,Referral,Rejected
A2428,S245,C073,2025-09-17,Internshala,Rejected
A2429,S432,C050,2025-12-01,Naukri,Interview
A2430,S333,C071,2025-11-29,Internshala,Rejected
A2431,S424,C078,2025-01-10,Company Website,Shortlisted
A2432,S087,C030,2025-05-15,Company Website,Rejected
A2433,S076,C042,2025-04-27,Naukri,Rejected
A2434,S410,C015,2025-09-19,LinkedIn,Selected
A2435,S477,C069,2025-09-27,Internshala,Interview
A2436,S085,C008,2025-12-20,LinkedIn,Shortlisted
A2437,S398,C098,2025-01-16,Internshala,Rejected
A2438,S009,C071,2025-12-17,Referral,Interview
A2439,S411,C041,2025-10-11,Referral,Selected
A2440,S221,C029,2025-03-19,Naukri,Selected
A2441,S448,C098,2025-03-07,Referral,Interview
A2442,S051,C078,2025-11-11,LinkedIn,Selected
A2443,S013,C024,2025-04-26,Referral,Interview
A2444,S176,C080,2025-11-25,Naukri,Selected
A2445,S472,C008,2025-03-19,Internshala,Rejected
A2446,S154,C035,2025-05-15,Internshala,Rejected
A2447,S148,C057,2025-09-13,Company Website,Applied
A2448,S034,C003,2025-11-08,Referral,Selected
A2449,S265,C072,2025-01-25,Naukri,Interview
A2450,S272,C068,2025-10-28,Company Website,Interview
A2451,S111,C026,2025-05-16,Naukri,Rejected
A2452,S018,C022,2025-09-26,LinkedIn,Shortlisted
A2453,S043,C016,2025-05-23,Company Website,Applied
A2454,S127,C059,2025-11-17,Referral,Applied
A2455,S201,C066,2025-09-16,Naukri,Rejected
A2456,S039,C052,2025-02-08,Internshala,Rejected
A2457,S091,C054,2025-06-08,LinkedIn,Applied
A2458,S219,C091,2025-07-25,LinkedIn,Shortlisted
A2459,S499,C015,2025-01-31,Referral,Interview
A2460,S013,C030,2025-01-23,Company Website,Applied
A2461,S182,C049,2025-06-01,Referral,Interview
A2462,S230,C061,2025-12-14,Referral,Selected
A2463,S237,C061,2025-01-18,Company Website,Applied
A2464,S451,C051,2025-04-01,Naukri,Applied
A2465,S340,C057,2025-11-12,LinkedIn,Applied
A2466,S474,C044,2025-08-03,Referral,Shortlisted
A2467,S178,C013,2025-04-17,Referral,Rejected
A2468,S367,C006,2025-08-04,Naukri,Selected
A2469,S044,C097,2025-09-08,Referral,Interview
A2470,S243,C086,2025-06-20,Company Website,Interview
A2471,S152,C082,2025-09-01,Naukri,Rejected
A2472,S202,C095,2025-02-25,Referral,Rejected
A2473,S448,C069,2025-03-04,Internshala,Applied
A2474,S437,C031,2025-11-03,Referral,Rejected
A2475,S466,C002,2025-03-02,Referral,Applied
A2476,S123,C086,2025-02-19,Naukri,Selected
A2477,S311,C053,2025-03-03,LinkedIn,Selected
A2478,S369,C079,2025-05-22,Referral,Rejected
A2479,S489,C001,2025-12-21,Internshala,Rejected
A2480,S154,C020,2025-05-10,Internshala,Interview
A2481,S227,C018,2025-03-01,Company Website,Applied
A2482,S317,C096,2025-04-19,LinkedIn,Applied
A2483,S358,C097,2025-11-08,Referral,Interview
A2484,S211,C032,2025-12-16,Referral,Interview
A2485,S126,C042,2025-04-12,Company Website,Interview
A2486,S451,C035,2025-12-27,Company Website,Selected
A2487,S217,C003,2025-05-01,Company Website,Applied
A2488,S102,C041,2025-05-20,Referral,Selected
A2489,S192,C095,2025-02-19,Company Website,Rejected
A2490,S018,C084,2025-12-29,Internshala,Rejected
A2491,S159,C055,2025-04-22,LinkedIn,Applied
A2492,S333,C044,2025-01-14,Internshala,Interview
A2493,S425,C080,2025-02-15,Company Website,Selected
A2494,S347,C059,2025-08-09,Internshala,Selected
A2495,S487,C079,2025-05-04,Referral,Shortlisted
A2496,S138,C083,2025-12-16,Company Website,Interview
A2497,S236,C099,2025-11-26,Referral,Rejected
A2498,S127,C072,2025-05-29,Naukri,Selected
A2499,S346,C049,2025-11-26,Referral,Rejected
A2500,S096,C067,2025-02-13,Company Website,Interview
A2501,S286,C023,2025-01-28,Company Website,Rejected
A2502,S261,C085,2025-01-22,Company Website,Applied
A2503,S101,C011,2025-10-31,LinkedIn,Applied
A2504,S303,C015,2025-02-13,Company Website,Interview
A2505,S180,C039,2025-12-29,Referral,Applied
A2506,S387,C021,2025-05-22,Company Website,Shortlisted
A2507,S291,C060,2025-08-03,Internshala,Interview
A2508,S114,C036,2025-09-25,Naukri,Shortlisted
A2509,S064,C071,2025-02-09,Naukri,Shortlisted
A2510,S321,C023,2025-06-29,Naukri,Applied
A2511,S319,C003,2025-11-22,LinkedIn,Applied
A2512,S457,C072,2025-02-01,Referral,Selected
A2513,S295,C050,2025-05-17,LinkedIn,Rejected
A2514,S245,C013,2025-08-31,Company Website,Shortlisted
A2515,S180,C023,2025-05-03,LinkedIn,Interview
A2516,S251,C015,2025-08-21,Internshala,Selected
A2517,S334,C095,2025-04-11,Internshala,Interview
A2518,S142,C087,2025-10-04,LinkedIn,Interview
A2519,S007,C032,2025-08-14,Internshala,Applied
A2520,S311,C017,2025-08-04,Company Website,Shortlisted
A2521,S480,C091,2025-07-03,LinkedIn,Selected
A2522,S280,C045,2025-11-09,Internshala,Applied
A2523,S008,C002,2025-07-04,LinkedIn,Selected
A2524,S359,C008,2025-05-20,Internshala,Interview
A2525,S232,C039,2025-10-16,Referral,Applied
A2526,S307,C094,2025-03-13,Company Website,Rejected
A2527,S374,C072,2025-01-22,Referral,Applied
A2528,S236,C052,2025-01-25,LinkedIn,Selected
A2529,S130,C012,2025-01-16,Company Website,Rejected
A2530,S009,C029,2025-03-07,Naukri,Selected
A2531,S413,C043,2025-11-20,Naukri,Rejected
A2532,S001,C078,2025-05-09,Referral,Shortlisted
A2533,S200,C079,2025-04-08,Referral,Shortlisted
A2534,S255,C060,2025-12-16,Naukri,Shortlisted
A2535,S363,C048,2025-12-19,Internshala,Rejected
A2536,S300,C012,2025-09-11,LinkedIn,Shortlisted
A2537,S404,C061,2025-05-30,Internshala,Selected
A2538,S248,C010,2025-01-23,LinkedIn,Interview
A2539,S331,C024,2025-11-08,Internshala,Interview
A2540,S223,C019,2025-12-18,Naukri,Interview
A2541,S422,C076,2025-05-22,Referral,Selected
A2542,S355,C012,2025-06-25,Internshala,Selected
A2543,S224,C053,2025-04-06,Internshala,Shortlisted
A2544,S408,C050,2025-06-23,Naukri,Selected
A2545,S315,C081,2025-06-13,Internshala,Rejected
A2546,S291,C026,2025-09-09,Internshala,Interview
A2547,S490,C054,2025-05-26,Naukri,Rejected
A2548,S276,C015,2025-10-23,LinkedIn,Applied
A2549,S103,C084,2025-11-10,Referral,Shortlisted
A2550,S209,C008,2025-06-15,Naukri,Rejected
A2551,S344,C049,2025-09-27,Naukri,Applied
A2552,S459,C010,2025-09-13,Naukri,Selected
A2553,S021,C061,2025-02-21,Internshala,Applied
A2554,S378,C058,2025-09-04,Company Website,Shortlisted
A2555,S289,C042,2025-07-03,Referral,Interview
A2556,S230,C019,2025-06-22,Company Website,Applied
A2557,S423,C007,2025-06-25,Internshala,Shortlisted
A2558,S290,C009,2025-11-15,Company Website,Selected
A2559,S436,C021,2025-05-19,Naukri,Rejected
A2560,S037,C070,2025-07-26,Referral,Interview
A2561,S373,C041,2025-01-01,LinkedIn,Selected
A2562,S136,C062,2025-09-19,Referral,Interview
A2563,S437,C066,2025-04-05,Referral,Interview
A2564,S226,C091,2025-09-26,LinkedIn,Applied
A2565,S084,C002,2025-07-27,Referral,Applied
A2566,S364,C007,2025-01-25,Naukri,Interview
A2567,S034,C033,2025-07-30,Internshala,Interview
A2568,S197,C062,2025-12-24,Referral,Rejected
A2569,S322,C068,2025-01-17,Company Website,Interview
A2570,S419,C082,2025-03-09,Referral,Selected
A2571,S033,C072,2025-04-02,LinkedIn,Interview
A2572,S142,C010,2025-10-11,Company Website,Shortlisted
A2573,S298,C050,2025-06-25,Internshala,Interview
A2574,S404,C092,2025-07-21,Internshala,Selected
A2575,S350,C016,2025-07-16,Internshala,Shortlisted
A2576,S016,C054,2025-12-07,Company Website,Selected
A2577,S110,C013,2025-05-16,Internshala,Applied
A2578,S274,C027,2025-01-25,Referral,Rejected
A2579,S271,C005,2025-05-02,Naukri,Shortlisted
A2580,S228,C028,2025-06-07,Naukri,Applied
A2581,S220,C018,2025-07-05,Referral,Applied
A2582,S321,C029,2025-10-15,Naukri,Rejected
A2583,S347,C001,2025-02-01,LinkedIn,Interview
A2584,S065,C008,2025-12-25,Naukri,Interview
A2585,S299,C040,2025-04-11,Company Website,Rejected
A2586,S026,C066,2025-02-24,Company Website,Selected
A2587,S090,C011,2025-01-05,Naukri,Interview
A2588,S402,C052,2025-08-08,LinkedIn,Rejected
A2589,S171,C039,2025-07-26,Company Website,Interview
A2590,S258,C094,2025-04-27,Naukri,Selected
